bound_type,strain,ko,media,time_point,id,lb,ub
log_concentration,1,GLCptspp,Glc,3,damp,-12.302243743632099,-11.79278596881223
log_concentration,1,GLCptspp,Glc,3,datp,-10.119776417425053,-9.531291485926637
log_concentration,1,GLCptspp,Glc,3,dcdp,-10.704218784547649,-10.274802837734173
log_concentration,1,GLCptspp,Glc,3,dcmp,-12.553272283630172,-11.661507497081075
log_concentration,1,GLCptspp,Glc,3,dctp,-10.114595037710972,-9.818537059352703
log_concentration,1,GLCptspp,Glc,3,dhap,-6.548800391459654,-6.13965253880766
log_concentration,1,GLCptspp,Glc,3,dimp,-15.06907474438051,-14.827500596664345
log_concentration,1,GLCptspp,Glc,3,dtdpglu,-12.711933993805937,-11.864536750584321
log_concentration,1,GLCptspp,Glc,3,dtmp,-9.336167898403795,-9.105804594822684
log_concentration,1,GLCptspp,Glc,3,dttp,-7.685192469164501,-7.001114922156864
log_concentration,1,GLCptspp,Glc,3,dump,-11.1657918829771,-10.551161503337584
log_concentration,1,GLCptspp,Glc,3,dutp,-12.766489651386465,-12.5249155036703
log_concentration,1,GLCptspp,Glc,3,f6p,-7.266274284209838,-6.650469598539335
log_concentration,1,GLCptspp,Glc,3,fad,-10.52992281142376,-9.836543085900733
log_concentration,1,GLCptspp,Glc,3,fdp,-6.683326207657565,-6.272732846334938
log_concentration,1,GLCptspp,Glc,3,fum,-5.8724953332677305,-5.708403461378268
log_concentration,1,GLCptspp,Glc,3,g1p,-8.231273186674303,-7.060543875769865
log_concentration,1,GLCptspp,Glc,3,g6p,-6.259490088760068,-5.808782522300979
log_concentration,1,GLCptspp,Glc,3,gam6p,-8.286763132322081,-7.28492540251283
log_concentration,1,GLCptspp,Glc,3,gdp,-10.23842652490983,-9.613610129746586
log_concentration,1,GLCptspp,Glc,3,gln-L,-5.944310099270526,-5.586933977204318
log_concentration,1,GLCptspp,Glc,3,glu-L,-4.036245797551198,-3.8853314545796853
log_concentration,1,GLCptspp,Glc,3,glutacon,-4.288422939539881,-4.078759954575015
log_concentration,1,GLCptspp,Glc,3,glx,-5.4373996585852,-5.016475367477969
log_concentration,1,GLCptspp,Glc,3,glyc3p,-7.905340343304785,-7.3093144252130555
log_concentration,1,GLCptspp,Glc,3,glyclt,-7.590241566017556,-7.387812141934131
log_concentration,1,GLCptspp,Glc,3,gmp,-9.602967144170771,-8.779373770980653
log_concentration,1,GLCptspp,Glc,3,gthox,-8.742469964801979,-8.056157856121109
log_concentration,1,GLCptspp,Glc,3,gthrd,-6.01102826197982,-5.583041403117295
log_concentration,1,GLCptspp,Glc,3,gtp,-8.77283060311532,-8.019986707098324
log_concentration,1,GLCptspp,Glc,3,gua,-14.451722485681008,-12.621759462516613
log_concentration,1,GLCptspp,Glc,3,his-L,-7.194249095575551,-6.9286230389547985
log_concentration,1,GLCptspp,Glc,3,hxan,-15.275848775219602,-14.441385974593565
log_concentration,1,GLCptspp,Glc,3,imp,-10.816735217245554,-9.741721723856092
log_concentration,1,GLCptspp,Glc,3,ins,-13.092375502138148,-12.448943494940094
log_concentration,1,GLCptspp,Glc,3,itp,-12.017294720198404,-11.297794527569444
log_concentration,1,GLCptspp,Glc,3,lac-D,-4.849420685737024,-4.735035771516182
log_concentration,1,GLCptspp,Glc,3,mal-L,-5.722229632388689,-5.579474278712185
log_concentration,1,GLCptspp,Glc,3,met-L,-10.38783023746058,-10.26788973424455
log_concentration,1,GLCptspp,Glc,3,mmal,-10.049136475836596,-9.797410461516085
log_concentration,1,GLCptspp,Glc,3,nad,-7.0029780505690065,-6.577508427083633
log_concentration,1,GLCptspp,Glc,3,nadh,-13.394799970180683,-12.651781382428467
log_concentration,1,GLCptspp,Glc,3,nadp,-9.284962052897496,-8.55883979181599
log_concentration,1,GLCptspp,Glc,3,nadph,-11.234045903918952,-10.698930393002255
log_concentration,1,GLCptspp,Glc,3,orn,-6.357776312118155,-4.514164328415846
log_concentration,1,GLCptspp,Glc,3,pep,-8.4089868104692,-7.501683545983818
log_concentration,1,GLCptspp,Glc,3,phe-L,-9.94262413895783,-9.25224431300749
log_concentration,1,GLCptspp,Glc,3,phpyr,-6.70628652920624,-6.286205405609594
log_concentration,1,GLCptspp,Glc,3,pyr,-5.44476727125842,-4.699754743977434
log_concentration,1,GLCptspp,Glc,3,r5p,-8.770459376864972,-8.359214146666957
log_concentration,1,GLCptspp,Glc,3,ru5p-D,-10.341398773261501,-9.964890657118131
log_concentration,1,GLCptspp,Glc,3,s7p,-8.238783555091267,-7.862551259589086
log_concentration,1,GLCptspp,Glc,3,ser-L,-8.052096091792311,-7.638511605211087
log_concentration,1,GLCptspp,Glc,3,skm,-11.039554029089622,-10.773584363221659
log_concentration,1,GLCptspp,Glc,3,succ,-6.160339584304668,-5.982464001899314
log_concentration,1,GLCptspp,Glc,3,thr-L,-7.903992785863409,-7.472591210530857
log_concentration,1,GLCptspp,Glc,3,trp-L,-11.266526965982385,-10.665694149584999
log_concentration,1,GLCptspp,Glc,3,tyr-L,-10.00584630432508,-9.534993505336294
log_concentration,1,GLCptspp,Glc,3,udp,-9.973630112925822,-9.266431292102414
log_concentration,1,GLCptspp,Glc,3,udpg,-6.157958614992095,-5.636762516813037
log_concentration,1,GLCptspp,Glc,3,udpglcur,-7.62609588911841,-6.925437976001163
log_concentration,1,GLCptspp,Glc,3,ump,-8.753481618134325,-8.543901743438726
log_concentration,1,GLCptspp,Glc,3,ura,-12.817860317188158,-12.499661083373487
log_concentration,1,GLCptspp,Glc,3,uri,-12.351314611578921,-11.76397828139985
log_concentration,1,GLCptspp,Glc,3,utp,-8.18379657682537,-7.575862065573593
log_concentration,1,GLCptspp,Glc,11,23dpg,-8.25085569269779,-7.799547461373943
log_concentration,1,GLCptspp,Glc,11,6pgc,-6.686064555626104,-6.155220474368635
log_concentration,1,GLCptspp,Glc,11,Lcystin,-9.526977166593962,-9.318751117860593
log_concentration,1,GLCptspp,Glc,11,Pool_2pg_3pg,-6.45053402038904,-5.844452210108353
log_concentration,1,GLCptspp,Glc,11,accoa,-6.030187771061793,-5.6706334611237565
log_concentration,1,GLCptspp,Glc,11,acon-C,-7.784742305841728,-7.044154895222046
log_concentration,1,GLCptspp,Glc,11,ade,-12.955946089981566,-12.326432422350841
log_concentration,1,GLCptspp,Glc,11,adn,-12.647640441023432,-12.098300393910137
log_concentration,1,GLCptspp,Glc,11,adp,-8.416662560178958,-8.006096954042508
log_concentration,1,GLCptspp,Glc,11,adpglc,-12.266277160579145,-11.476674151542401
log_concentration,1,GLCptspp,Glc,11,akg,-9.262292570126974,-8.620672536874478
log_concentration,1,GLCptspp,Glc,11,ala-L,-6.095570694369072,-5.021920689966349
log_concentration,1,GLCptspp,Glc,11,amp,-9.455225086777679,-8.833647270526168
log_concentration,1,GLCptspp,Glc,11,arg-L,-9.291714910550454,-8.824562952934503
log_concentration,1,GLCptspp,Glc,11,asn-L,-7.426821529609833,-6.359172177962819
log_concentration,1,GLCptspp,Glc,11,atp,-7.051847097915961,-6.743044258667199
log_concentration,1,GLCptspp,Glc,11,camp,-12.210563452321532,-11.294078369057967
log_concentration,1,GLCptspp,Glc,11,chor,-3.4422302638237032,-2.545788361092759
log_concentration,1,GLCptspp,Glc,11,cit,-11.393404972224534,-11.291199749751987
log_concentration,1,GLCptspp,Glc,11,citr-L,-10.567922456218868,-9.860913001123048
log_concentration,1,GLCptspp,Glc,11,cmp,-9.627664931225054,-9.203557102685545
log_concentration,1,GLCptspp,Glc,11,coa,-6.698630589864171,-5.9999448646685165
log_concentration,1,GLCptspp,Glc,11,ctp,-9.007257059718267,-8.866150432758403
log_concentration,1,GLCptspp,Glc,11,dadp,-10.887934828475656,-10.634060246677215
log_concentration,1,GLCptspp,Glc,11,damp,-12.019679932110575,-11.760302452989693
log_concentration,1,GLCptspp,Glc,11,datp,-10.388378854485104,-10.053876832014504
log_concentration,1,GLCptspp,Glc,11,dcdp,-10.466154542596335,-10.08035031800207
log_concentration,1,GLCptspp,Glc,11,dcmp,-12.447942476410045,-11.668143903023086
log_concentration,1,GLCptspp,Glc,11,dctp,-9.650567912041797,-9.415283774133686
log_concentration,1,GLCptspp,Glc,11,dhap,-5.359603523553732,-5.066405797719236
log_concentration,1,GLCptspp,Glc,11,dimp,-15.082284426338472,-14.980079203865923
log_concentration,1,GLCptspp,Glc,11,dtdpglu,-13.52600646182661,-13.343431833322958
log_concentration,1,GLCptspp,Glc,11,dtmp,-10.361570933933105,-9.637801792961016
log_concentration,1,GLCptspp,Glc,11,dttp,-7.921409766205569,-7.449947451653388
log_concentration,1,GLCptspp,Glc,11,dump,-11.096867153446073,-10.58978262216557
log_concentration,1,GLCptspp,Glc,11,dutp,-12.779699333344425,-12.677494110871876
log_concentration,1,GLCptspp,Glc,11,f6p,-7.823035491545332,-6.984600416277335
log_concentration,1,GLCptspp,Glc,11,fad,-9.598661410613943,-8.745153311737809
log_concentration,1,GLCptspp,Glc,11,fdp,-5.806849407254552,-5.597127837470879
log_concentration,1,GLCptspp,Glc,11,fum,-5.33233637803309,-4.667079059456757
log_concentration,1,GLCptspp,Glc,11,g1p,-7.234211779004773,-6.578609268619354
log_concentration,1,GLCptspp,Glc,11,g6p,-6.27644991864466,-5.88714156523273
log_concentration,1,GLCptspp,Glc,11,gam6p,-7.868500315014101,-7.422837714036055
log_concentration,1,GLCptspp,Glc,11,gdp,-9.301642298263104,-9.203644725485706
log_concentration,1,GLCptspp,Glc,11,gln-L,-6.2872400082437245,-5.494839489276165
log_concentration,1,GLCptspp,Glc,11,glu-L,-4.3532333306851445,-4.196131127427353
log_concentration,1,GLCptspp,Glc,11,glutacon,-2.986600677611085,-2.9092934429504793
log_concentration,1,GLCptspp,Glc,11,glx,-5.342509365489782,-4.604999644401191
log_concentration,1,GLCptspp,Glc,11,glyc3p,-7.990683095172715,-7.064225223333957
log_concentration,1,GLCptspp,Glc,11,glyclt,-7.713446640736664,-7.371412939360666
log_concentration,1,GLCptspp,Glc,11,gmp,-9.324037981708843,-8.888303339876924
log_concentration,1,GLCptspp,Glc,11,gthox,-8.472006741969544,-7.388347642970574
log_concentration,1,GLCptspp,Glc,11,gthrd,-5.560423062832328,-5.394492333408145
log_concentration,1,GLCptspp,Glc,11,gtp,-8.155134942669001,-7.603345684919997
log_concentration,1,GLCptspp,Glc,11,gua,-14.504137554994974,-12.499357031226035
log_concentration,1,GLCptspp,Glc,11,his-L,-7.168500642922244,-6.977753040365862
log_concentration,1,GLCptspp,Glc,11,hxan,-15.158166276369702,-14.212791844012957
log_concentration,1,GLCptspp,Glc,11,imp,-10.816505667197198,-10.33652241633531
log_concentration,1,GLCptspp,Glc,11,ins,-12.457851885946262,-12.322229234164885
log_concentration,1,GLCptspp,Glc,11,itp,-13.326004781173168,-12.377848816674732
log_concentration,1,GLCptspp,Glc,11,lac-D,-1.8298219519758174,-1.3749237908123386
log_concentration,1,GLCptspp,Glc,11,mal-L,-5.437396260413691,-5.257520317878577
log_concentration,1,GLCptspp,Glc,11,met-L,-10.865403463823073,-10.593479827628954
log_concentration,1,GLCptspp,Glc,11,mmal,-8.602397820685784,-7.841992885818133
log_concentration,1,GLCptspp,Glc,11,nad,-6.752124640682828,-6.232442895587134
log_concentration,1,GLCptspp,Glc,11,nadh,-13.572720871984814,-13.379680449254812
log_concentration,1,GLCptspp,Glc,11,nadp,-7.695904188030391,-7.379987361525188
log_concentration,1,GLCptspp,Glc,11,nadph,-12.345621889430086,-12.033561702114426
log_concentration,1,GLCptspp,Glc,11,orn,-5.435670193741201,-4.482124024971425
log_concentration,1,GLCptspp,Glc,11,pep,-7.747736775721893,-7.1394079499054195
log_concentration,1,GLCptspp,Glc,11,phe-L,-9.945788875972445,-9.424908755313187
log_concentration,1,GLCptspp,Glc,11,phpyr,-6.232910277285362,-5.344271659896081
log_concentration,1,GLCptspp,Glc,11,pyr,-4.073268353414148,-2.3067524988439563
log_concentration,1,GLCptspp,Glc,11,r5p,-8.726341575745337,-7.789697760773752
log_concentration,1,GLCptspp,Glc,11,ru5p-D,-10.337793521445104,-9.844083214023424
log_concentration,1,GLCptspp,Glc,11,s7p,-8.500291485822565,-7.932445383656056
log_concentration,1,GLCptspp,Glc,11,ser-L,-8.794686546991125,-7.9321285338523735
log_concentration,1,GLCptspp,Glc,11,skm,-10.831283548530244,-10.637359967296671
log_concentration,1,GLCptspp,Glc,11,succ,-4.725537178491519,-4.110503253869545
log_concentration,1,GLCptspp,Glc,11,thr-L,-7.798346724581938,-7.525122964712221
log_concentration,1,GLCptspp,Glc,11,trp-L,-10.833284792139027,-10.585952619732284
log_concentration,1,GLCptspp,Glc,11,tyr-L,-9.473065080213502,-9.301808721095545
log_concentration,1,GLCptspp,Glc,11,udp,-9.448570494553413,-9.259595458451852
log_concentration,1,GLCptspp,Glc,11,udpg,-5.850361569185622,-5.566741604176518
log_concentration,1,GLCptspp,Glc,11,udpglcur,-7.6308606837325295,-7.470071648270182
log_concentration,1,GLCptspp,Glc,11,ump,-9.136847776860103,-8.57816414114578
log_concentration,1,GLCptspp,Glc,11,ura,-11.116260004359908,-9.977574667134057
log_concentration,1,GLCptspp,Glc,11,uri,-11.838081664048923,-11.268582946267847
log_concentration,1,GLCptspp,Glc,11,utp,-7.986922598269335,-7.68263749046573
log_concentration,1,GLCptspp,GlcM9,11,23dpg,-8.299202802452413,-7.734945659979796
log_concentration,1,GLCptspp,GlcM9,11,6pgc,-6.878311992016481,-6.3396029643718625
log_concentration,1,GLCptspp,GlcM9,11,Lcystin,-10.055235238593557,-9.798384199095137
log_concentration,1,GLCptspp,GlcM9,11,Pool_2pg_3pg,-6.3451276394172895,-5.8731041863171844
log_concentration,1,GLCptspp,GlcM9,11,accoa,-6.116407761469317,-5.691340792249217
log_concentration,1,GLCptspp,GlcM9,11,acon-C,-7.799912916025002,-7.101521119662068
log_concentration,1,GLCptspp,GlcM9,11,ade,-12.920606198376596,-12.228261753114625
log_concentration,1,GLCptspp,GlcM9,11,adn,-12.51488591754742,-11.712898747126152
log_concentration,1,GLCptspp,GlcM9,11,adp,-8.436948609140906,-8.16623885080766
log_concentration,1,GLCptspp,GlcM9,11,adpglc,-12.174634357450925,-11.725074633360826
log_concentration,1,GLCptspp,GlcM9,11,akg,-9.230503400274936,-8.872476552582214
log_concentration,1,GLCptspp,GlcM9,11,ala-L,-5.299710600446642,-4.9732634108451705
log_concentration,1,GLCptspp,GlcM9,11,amp,-9.142091908925035,-8.858419664670453
log_concentration,1,GLCptspp,GlcM9,11,arg-L,-9.172352696696946,-8.199624678032743
log_concentration,1,GLCptspp,GlcM9,11,asn-L,-7.42904862669913,-6.6727764713172695
log_concentration,1,GLCptspp,GlcM9,11,atp,-7.084206643538027,-6.684594259805608
log_concentration,1,GLCptspp,GlcM9,11,camp,-12.344824512594757,-11.164569033334283
log_concentration,1,GLCptspp,GlcM9,11,chor,-3.564782904444541,-2.377089747859888
log_concentration,1,GLCptspp,GlcM9,11,cit,-11.393404972224534,-11.291199749751987
log_concentration,1,GLCptspp,GlcM9,11,citr-L,-10.584860423471497,-9.723391736230024
log_concentration,1,GLCptspp,GlcM9,11,cmp,-9.685096052233282,-9.075571960664092
log_concentration,1,GLCptspp,GlcM9,11,coa,-6.847533610326838,-6.238886721069918
log_concentration,1,GLCptspp,GlcM9,11,ctp,-9.085668629727298,-8.95729772132704
log_concentration,1,GLCptspp,GlcM9,11,dadp,-11.272536987541521,-10.993707431268325
log_concentration,1,GLCptspp,GlcM9,11,damp,-12.073945548550952,-11.9045975117973
log_concentration,1,GLCptspp,GlcM9,11,datp,-10.337771938299614,-9.968595909423618
log_concentration,1,GLCptspp,GlcM9,11,dcdp,-10.529366130886547,-9.924461398892353
log_concentration,1,GLCptspp,GlcM9,11,dcmp,-12.35932938732125,-11.307866448100373
log_concentration,1,GLCptspp,GlcM9,11,dctp,-9.872191574746095,-9.62473992129664
log_concentration,1,GLCptspp,GlcM9,11,dhap,-5.606498732563572,-4.999885002270809
log_concentration,1,GLCptspp,GlcM9,11,dimp,-15.082284426338472,-14.980079203865923
log_concentration,1,GLCptspp,GlcM9,11,dtdpglu,-13.452489506356594,-13.08643756140515
log_concentration,1,GLCptspp,GlcM9,11,dtmp,-10.329669184778744,-9.60002001232255
log_concentration,1,GLCptspp,GlcM9,11,dttp,-7.789304150321734,-7.726015999126556
log_concentration,1,GLCptspp,GlcM9,11,dump,-11.2362484378261,-10.796782293459517
log_concentration,1,GLCptspp,GlcM9,11,dutp,-12.779699333344425,-12.677494110871876
log_concentration,1,GLCptspp,GlcM9,11,f6p,-7.664178478759731,-7.307597786324673
log_concentration,1,GLCptspp,GlcM9,11,fad,-9.218198400821862,-8.519818824401478
log_concentration,1,GLCptspp,GlcM9,11,fdp,-5.599642676950767,-5.417875614361901
log_concentration,1,GLCptspp,GlcM9,11,fum,-5.2204667165389536,-4.712133718983896
log_concentration,1,GLCptspp,GlcM9,11,g1p,-7.208846643246177,-6.860668145759995
log_concentration,1,GLCptspp,GlcM9,11,g6p,-6.063529127075245,-5.978173749680361
log_concentration,1,GLCptspp,GlcM9,11,gam6p,-7.9493468998974635,-7.011465452595057
log_concentration,1,GLCptspp,GlcM9,11,gdp,-9.42314132730588,-9.29365287957255
log_concentration,1,GLCptspp,GlcM9,11,gln-L,-6.250590995157203,-5.646546522771229
log_concentration,1,GLCptspp,GlcM9,11,glu-L,-4.252580919917162,-3.981658437833294
log_concentration,1,GLCptspp,GlcM9,11,glutacon,-3.0375239422399867,-2.9253376804305735
log_concentration,1,GLCptspp,GlcM9,11,glx,-5.538402497564884,-4.283705929226005
log_concentration,1,GLCptspp,GlcM9,11,glyc3p,-7.884692303871024,-7.087833976973744
log_concentration,1,GLCptspp,GlcM9,11,glyclt,-7.824285641531582,-7.2998799498513245
log_concentration,1,GLCptspp,GlcM9,11,gmp,-9.64118574072182,-8.988075429491087
log_concentration,1,GLCptspp,GlcM9,11,gthox,-8.550338640407771,-7.543362715956731
log_concentration,1,GLCptspp,GlcM9,11,gthrd,-5.513827537077773,-5.068444859029367
log_concentration,1,GLCptspp,GlcM9,11,gtp,-8.149345529475132,-7.810561869400038
log_concentration,1,GLCptspp,GlcM9,11,gua,-12.987415220494837,-12.640899631715717
log_concentration,1,GLCptspp,GlcM9,11,his-L,-7.151649949504038,-7.012317860654706
log_concentration,1,GLCptspp,GlcM9,11,hxan,-14.62733841170417,-13.287993331048307
log_concentration,1,GLCptspp,GlcM9,11,imp,-10.9613685811462,-10.39077128101557
log_concentration,1,GLCptspp,GlcM9,11,ins,-12.437790842792174,-12.118079043442137
log_concentration,1,GLCptspp,GlcM9,11,itp,-12.502138962929015,-12.301488268049267
log_concentration,1,GLCptspp,GlcM9,11,lac-D,-1.8836117197810824,-1.408267620962373
log_concentration,1,GLCptspp,GlcM9,11,mal-L,-5.4035567368445,-5.116726394040852
log_concentration,1,GLCptspp,GlcM9,11,met-L,-10.978273827791938,-10.444824587752954
log_concentration,1,GLCptspp,GlcM9,11,mmal,-8.583028687925248,-7.791723174721927
log_concentration,1,GLCptspp,GlcM9,11,nad,-6.689977957678345,-6.353012200672615
log_concentration,1,GLCptspp,GlcM9,11,nadh,-13.646621255629755,-13.323430278227113
log_concentration,1,GLCptspp,GlcM9,11,nadp,-7.55899028340837,-7.361980018286866
log_concentration,1,GLCptspp,GlcM9,11,nadph,-12.391750340594369,-12.127788466597137
log_concentration,1,GLCptspp,GlcM9,11,orn,-5.504128067666608,-4.906733775831833
log_concentration,1,GLCptspp,GlcM9,11,pep,-7.567139241507301,-7.127606755571799
log_concentration,1,GLCptspp,GlcM9,11,phe-L,-9.94952640350561,-9.253673046932573
log_concentration,1,GLCptspp,GlcM9,11,phpyr,-6.274877387809842,-5.301783305611887
log_concentration,1,GLCptspp,GlcM9,11,pyr,-3.9373344106578703,-2.506109662446053
log_concentration,1,GLCptspp,GlcM9,11,r5p,-8.367415832742207,-8.212878398502959
log_concentration,1,GLCptspp,GlcM9,11,ru5p-D,-10.516771285122017,-9.568927711785408
log_concentration,1,GLCptspp,GlcM9,11,s7p,-8.807652550143832,-8.013966113164681
log_concentration,1,GLCptspp,GlcM9,11,ser-L,-8.63062534484576,-8.033825066435702
log_concentration,1,GLCptspp,GlcM9,11,skm,-11.096187678180463,-10.459464968259867
log_concentration,1,GLCptspp,GlcM9,11,succ,-4.724503174441087,-3.9691496525750045
log_concentration,1,GLCptspp,GlcM9,11,thr-L,-8.067104806651276,-7.486822278649496
log_concentration,1,GLCptspp,GlcM9,11,trp-L,-10.77415036586427,-10.551229314311541
log_concentration,1,GLCptspp,GlcM9,11,tyr-L,-9.421390163883366,-9.202907127039996
log_concentration,1,GLCptspp,GlcM9,11,udp,-9.681233980022235,-9.517645401013858
log_concentration,1,GLCptspp,GlcM9,11,udpg,-5.667436906648534,-5.341243565473603
log_concentration,1,GLCptspp,GlcM9,11,udpglcur,-7.876687233302771,-7.277003806438005
log_concentration,1,GLCptspp,GlcM9,11,ump,-9.164879188268904,-8.753199455599765
log_concentration,1,GLCptspp,GlcM9,11,ura,-11.51232775058614,-10.836907125734887
log_concentration,1,GLCptspp,GlcM9,11,uri,-11.914442986276002,-11.147271036776912
log_concentration,1,GLCptspp,GlcM9,11,utp,-7.884562073010938,-7.613548855628114
log_concentration,1,GND,Glc,11,23dpg,-7.397409353554069,-6.7124536627681195
log_concentration,1,GND,Glc,11,6pgc,-6.667336845168885,-6.322091918885319
log_concentration,1,GND,Glc,11,Lcystin,-10.802227571287464,-10.004942599013292
log_concentration,1,GND,Glc,11,Pool_2pg_3pg,-6.660377231808651,-6.4702430857227
log_concentration,1,GND,Glc,11,accoa,-6.4296784653691885,-6.147178650498995
log_concentration,1,GND,Glc,11,acon-C,-7.646048490356113,-7.220361603351355
log_concentration,1,GND,Glc,11,ade,-12.074259307548283,-11.600080654258585
log_concentration,1,GND,Glc,11,adn,-12.273632972977897,-11.330849924288213
log_concentration,1,GND,Glc,11,adp,-8.288531088503925,-7.684026999653198
log_concentration,1,GND,Glc,11,adpglc,-12.473228928211276,-12.054283544125035
log_concentration,1,GND,Glc,11,akg,-9.137658959642515,-8.697138302957987
log_concentration,1,GND,Glc,11,ala-L,-7.0035639559322735,-5.944892793857891
log_concentration,1,GND,Glc,11,amp,-9.142493011542529,-8.732756859025923
log_concentration,1,GND,Glc,11,arg-L,-9.265263018419745,-8.743028156884634
log_concentration,1,GND,Glc,11,asn-L,-7.314856806084648,-7.088563552066293
log_concentration,1,GND,Glc,11,atp,-6.078900056343507,-5.551345913985723
log_concentration,1,GND,Glc,11,camp,-11.394622999621724,-11.025325719472427
log_concentration,1,GND,Glc,11,chor,-2.9499919716742316,-2.4758402600769642
log_concentration,1,GND,Glc,11,cit,-11.510388436212246,-11.42676559691042
log_concentration,1,GND,Glc,11,citr-L,-10.379230540023146,-9.62102185025587
log_concentration,1,GND,Glc,11,cmp,-9.685523740532494,-9.125736281010186
log_concentration,1,GND,Glc,11,coa,-6.430455962779812,-5.931884224712572
log_concentration,1,GND,Glc,11,ctp,-9.213811976453501,-8.259202699254068
log_concentration,1,GND,Glc,11,dadp,-11.462590868389881,-11.163395610573883
log_concentration,1,GND,Glc,11,damp,-12.345728757115559,-12.014414413973075
log_concentration,1,GND,Glc,11,datp,-9.910812518233318,-9.221629451504816
log_concentration,1,GND,Glc,11,dcdp,-10.529484003035808,-10.159644536636605
log_concentration,1,GND,Glc,11,dcmp,-12.189634341492294,-11.490196766955647
log_concentration,1,GND,Glc,11,dctp,-9.745842762727628,-8.869397074920801
log_concentration,1,GND,Glc,11,dhap,-6.966379360706151,-5.744713924234999
log_concentration,1,GND,Glc,11,dimp,-15.199267890326182,-15.115645051024353
log_concentration,1,GND,Glc,11,dtdpglu,-13.28708044194627,-12.530564236475843
log_concentration,1,GND,Glc,11,dtmp,-10.171318146849936,-9.853043844775096
log_concentration,1,GND,Glc,11,dttp,-7.543844841668982,-6.774227510309422
log_concentration,1,GND,Glc,11,dump,-11.373169689322568,-10.51723397349201
log_concentration,1,GND,Glc,11,dutp,-12.896682797332137,-12.813059958030308
log_concentration,1,GND,Glc,11,f6p,-8.093482866669966,-7.590607262846436
log_concentration,1,GND,Glc,11,fad,-9.497245395733284,-8.559940605108368
log_concentration,1,GND,Glc,11,fdp,-6.11994917653711,-5.762271298016382
log_concentration,1,GND,Glc,11,fum,-6.901365593484202,-6.671657340791408
log_concentration,1,GND,Glc,11,g1p,-8.542018531716817,-7.82032150243145
log_concentration,1,GND,Glc,11,g6p,-6.654953897830001,-6.150299177508259
log_concentration,1,GND,Glc,11,gam6p,-8.175522272256016,-7.869783827379829
log_concentration,1,GND,Glc,11,gdp,-10.097944232095216,-9.918494625464477
log_concentration,1,GND,Glc,11,gln-L,-5.755376820794792,-5.466655307854289
log_concentration,1,GND,Glc,11,glu-L,-4.121856648604888,-3.9153361254106738
log_concentration,1,GND,Glc,11,glutacon,-3.606628841683933,-2.7046146114210403
log_concentration,1,GND,Glc,11,glx,-5.281236419391605,-4.865269922547584
log_concentration,1,GND,Glc,11,glyc3p,-8.119056234113302,-7.5381035230909905
log_concentration,1,GND,Glc,11,glyclt,-8.105828234935121,-7.800815862315143
log_concentration,1,GND,Glc,11,gmp,-9.260226928775793,-9.028691663823059
log_concentration,1,GND,Glc,11,gsn,-13.075751809389194,-12.653880578897422
log_concentration,1,GND,Glc,11,gthox,-8.2714090928333,-8.050109475251347
log_concentration,1,GND,Glc,11,gthrd,-6.088548405015119,-5.762262451409591
log_concentration,1,GND,Glc,11,gtp,-8.44437604032513,-7.908720903741127
log_concentration,1,GND,Glc,11,gua,-13.697364855763013,-12.989657322602435
log_concentration,1,GND,Glc,11,his-L,-7.384761979577898,-7.069471937662415
log_concentration,1,GND,Glc,11,hxan,-15.310952807360792,-14.591482362620305
log_concentration,1,GND,Glc,11,imp,-10.611744374979919,-10.094535200468883
log_concentration,1,GND,Glc,11,ins,-14.022065332878805,-13.182467143806157
log_concentration,1,GND,Glc,11,itp,-11.783633952409101,-11.130863945378433
log_concentration,1,GND,Glc,11,lac-D,-6.743565277108401,-6.509074522361113
log_concentration,1,GND,Glc,11,mal-L,-6.851033022372771,-6.607935186025063
log_concentration,1,GND,Glc,11,met-L,-10.266560663391514,-9.949159950006628
log_concentration,1,GND,Glc,11,mmal,-10.419661471546645,-9.980333276268473
log_concentration,1,GND,Glc,11,nad,-6.624788934334768,-6.417105577740181
log_concentration,1,GND,Glc,11,nadh,-13.493570975634904,-13.16306315404003
log_concentration,1,GND,Glc,11,nadp,-7.082102693171151,-6.6705110437159565
log_concentration,1,GND,Glc,11,nadph,-11.423543929698056,-10.416349659764297
log_concentration,1,GND,Glc,11,orn,-5.4997269280299825,-4.739429989384302
log_concentration,1,GND,Glc,11,pep,-8.543107409402314,-8.353070519724431
log_concentration,1,GND,Glc,11,phe-L,-9.696304672907626,-9.313999097973959
log_concentration,1,GND,Glc,11,phpyr,-6.643457719089568,-6.1013396190570415
log_concentration,1,GND,Glc,11,pyr,-5.7208516703588606,-4.787192282367635
log_concentration,1,GND,Glc,11,r5p,-9.412739472723754,-8.920469852216044
log_concentration,1,GND,Glc,11,ru5p-D,-10.788116300481576,-9.913444180266021
log_concentration,1,GND,Glc,11,s7p,-9.333279678329363,-8.767399904809345
log_concentration,1,GND,Glc,11,ser-L,-8.681893223850842,-8.138816847393787
log_concentration,1,GND,Glc,11,skm,-11.24920823860308,-10.810216958890386
log_concentration,1,GND,Glc,11,succ,-6.653493444805675,-6.403829781846626
log_concentration,1,GND,Glc,11,thr-L,-8.232969821861067,-7.761523104027333
log_concentration,1,GND,Glc,11,trp-L,-10.782918177414757,-10.418635602428733
log_concentration,1,GND,Glc,11,tyr-L,-9.899736181390404,-9.552417736090357
